code,title,units,prereqs,offered,corrupt
MATH 250A,"Groups, Rings, and Fields",4 Units, 114 or consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Group theory, including the Jordan-Holder theorem and the Sylow theorems. Basic theory of rings and their ideals. Unique factorization domains and principal ideal domains. Modules. Chain conditions. Fields, including fundamental theorem of Galois theory, theory of finite fields, and transcendence degree.",0
MATH 250B,Multilinear Algebra and Further Topics,4 Units, 250A,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Tensor algebras and exterior algebras, with application to linear transformations. Commutative ideal theory, localization. Elementary specialization and valuation theory. Related topics in algebra.",0
MATH 251,Ring Theory,4 Units, 250A,"Terms offered: Fall 2016, Spring 2013, Fall 2009<br/>
Topics such as: Noetherian rings, rings with descending chain condition, theory of the radical, homological methods.",0
MATH 253,Homological Algebra,4 Units, 250A,"Terms offered: Fall 2016, Fall 2014, Summer 2014 10 Week Session<br/>
Modules over a ring, homomorphisms and tensor products of modules, functors and derived functors, homological dimension of rings and modules.",0
MATH 254A,Number Theory,4 Units, 250A for 254A; 254A for 254B,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Valuations, units, and ideals in number fields, ramification theory, quadratic and cyclotomic fields, topics from class field theory, zeta-functions and L-series, distribution of primes, modular forms, quadratic forms, diophantine equations, P-adic analysis, and transcendental numbers. Sequence begins fall.",0
MATH 254B,Number Theory,4 Units, 254A,"Terms offered: Spring 2018, Spring 2017, Spring 2015<br/>
Valuations, units, and ideals in number fields, ramification theory, quadratic and cyclotomic fields, topics from class field theory, zeta-functions and L-series, distribution of primes, modular forms, quadratic forms, diophantine equations, P-adic analysis, and transcendental numbers. Sequence begins fall.",0
MATH 256A,Algebraic Geometry,4 Units, 250A-250B for 256A; 256A for 256B,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Affine and projective algebraic varieties. Theory of schemes and morphisms of schemes. Smoothness and differentials in algebraic geometry. Coherent sheaves and their cohomology. Riemann-Roch theorem and selected applications. Sequence begins fall.",0
MATH 256B,Algebraic Geometry,4 Units, 256A,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Affine and projective algebraic varieties. Theory of schemes and morphisms of schemes. Smoothness and differentials in algebraic geometry. Coherent sheaves and their cohomology. Riemann-Roch theorem and selected applications. Sequence begins fall.",0
MATH 257,Group Theory,4 Units, 250A,"Terms offered: Spring 2018, Spring 2014, Fall 2011<br/>
Topics such as: generators and relations, infinite discrete groups, groups of Lie type, permutation groups, character theory, solvable groups, simple groups, transfer and cohomological methods.",0
MATH 258,Harmonic Analysis,4 Units," 206 or a basic knowledge of real, complex, and linear analysis","Terms offered: Fall 2016, Spring 2015, Spring 2012<br/>
Basic properties of Fourier series, convergence and summability, conjugate functions, Hardy spaces, boundary behavior of analytic and harmonic functions. Additional topics at the discretion of the instructor.",0
MATH 261A,Lie Groups,4 Units, 214,"Terms offered: Spring 2017, Fall 2015, Fall 2013<br/>
Lie groups and Lie algebras, fundamental theorems of Lie, general structure theory; compact, nilpotent, solvable, semi-simple Lie groups; classification theory and representation theory of semi-simple Lie algebras and Lie groups, further topics such as symmetric spaces, Lie transformation groups, etc., if time permits. In view of its simplicity and its wide range of applications, it is preferable to cover compact Lie groups and their representations",0
MATH 261B,Lie Groups,4 Units, 214,"Terms offered: Fall 2017, Spring 2016, Spring 2014<br/>
Lie groups and Lie algebras, fundamental theorems of Lie, general structure theory; compact, nilpotent, solvable, semi-simple Lie groups; classification theory and representation theory of semi-simple Lie algebras and Lie groups, further topics such as symmetric spaces, Lie transformation groups, etc., if time permits. In view of its simplicity and its wide range of applications, it is preferable to cover compact Lie groups and their representations",0
MATH 270,Hot Topics Course in Mathematics,2 Units,,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
This course will give introductions to current research developments. Every semester we will pick a different topic and go through the relevant literature. Each student will be expected to give one presentation.",0
MATH 273,Topics in Numerical Analysis,4 Units, Consent of instructor,"Terms offered: Spring 2016, Spring 2014<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 274,Topics in Algebra,4 Units, Consent of instructor,"Terms offered: Spring 2018, Spring 2017, Fall 2016<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 275,Topics in Applied Mathematics,4 Units, Consent of instructor,"Terms offered: Spring 2017, Spring 2014, Fall 2013<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 276,Topics in Topology,4 Units, Consent of instructor,"Terms offered: Fall 2017, Spring 2016, Spring 2015<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 277,Topics in Differential Geometry,4 Units, Consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 278,Topics in Analysis,4 Units, Consent of instructor,"Terms offered: Spring 2018, Fall 2015, Spring 2015<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 279,Topics in Partial Differential Equations,4 Units, Consent of instructor,"Terms offered: Fall 2017, Spring 2017, Spring 2016<br/>
Advanced topics chosen by the instructor. The content of this course changes, as in the case of seminars.",0
MATH 290,Seminars,1 - 6 Units,,"Terms offered: Spring 2017, Spring 2015, Fall 2014<br/>
Topics in foundations of mathematics, theory of numbers, numerical calculations, analysis, geometry, topology, algebra, and their applications, by means of lectures and informal conferences; work based largely on original memoirs.",0
MATH 295,Individual Research,1 - 12 Units,,"Terms offered: Summer 2016 10 Week Session, Spring 2016, Fall 2015<br/>
Intended for candidates for the Ph.D. degree.",0
MATH 299,Reading Course for Graduate Students,1 - 6 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Investigation of special problems under the direction of members of the department.",0
MATH 301,Undergraduate Mathematics Instruction,1 - 2 Units," Permission of SLC instructor, as well as sophomore standing and at least a B average in two semesters of calculus. Apply at Student Learning Center","Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
May be taken for one unit by special permission of instructor. Tutoring at the Student Learning Center or for the Professional Development Program.",0
MATH 303,Professional Preparation: Supervised Teaching of Mathematics,2 - 4 Units," 300, graduate standing and appointment as a Graduate Student Instructor","Terms offered: Spring 2017, Spring 2016, Fall 2015<br/>
Meeting with supervising faculty and with discussion sections. Experience in teaching under the supervision of Mathematics faculty.",0
MATH 375,Teaching Workshop,4 Units," 300, graduate standing and appointment as a Graduate Student Instructor","Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Mandatory for all graduate student instructors teaching for the first time in the Mathematics Department. The course consists of practice teaching, alternatives to standard classroom methods, guided group and self-analysis of videotapes, reciprocal classroom visitations, and an individual project.",0
MATH 602,Individual Study for Doctoral Students,1 - 8 Units, For qualified graduate students,"Terms offered: Fall 2016, Fall 2015, Spring 2015<br/>
Individual study in consultation with the major field adviser intended to provide an opportunity for qualified students to prepare themselves for the various examinations required for candidates for the Ph.D. Course does not satisfy unit or residence requirements for doctoral degree.",0
